ioc_12_2,ebird2021,comment
corvus typicus,pipcro1,
corvus unicolor,bancro1,
corvus validus,lobcro1,
corvus violaceus,slbcro3,
corvus woodfordi,guacro1,
corydon sumatranus,dusbro1,
coryphaspiza melanotis,blmfin1,
coryphistera alaudina,lalbru1,
coryphospingus cucullatus,recfin1,
coryphospingus pileatus,pilfin1,
corythaeola cristata,grbtur1,
corythopis delalandi,souant1,
corythopis torquatus,rinant2,
corythornis cristatus,malkin1,
corythornis leucogaster,whbkin1,
corythornis madagascariensis,mapkin1,
corythornis vintsioides,malkin2,
coscoroba coscoroba,cosswa1,
cossypha albicapillus,wcrcha1,
cossypha anomala,ofrcha1,
cossypha archeri,arrcha1,
cossypha caffra,carcha1,
cossypha cyanocampter,bsrcha1,
cossypha dichroa,chrcha1,
cossypha heinrichi,whrcha1,
cossypha heuglini,wbrcha2,
cossypha humeralis,wtrcha1,
cossypha isabellae,morcha1,
cossypha natalensis,rcrcha1,
cossypha niveicapilla,scrcha1,
cossypha polioptera,gywroc1,
cossypha semirufa,rurcha1,
cossyphicula roberti,wbrcha1,
cotinga amabilis,lovcot1,
cotinga cayana,spacot1,
cotinga cotinga,pubcot1,
cotinga maculata,bancot1,
cotinga maynana,pltcot1,
cotinga nattererii,blucot1,
cotinga ridgwayi,turcot1,
coturnicops exquisitus,swirai1,
coturnicops notatus,sperai1,
coturnicops noveboracensis,yelrai,
coturnix coromandelica,raiqua1,
coturnix coturnix,comqua1,
coturnix delegorguei,harqua1,
coturnix japonica,japqua,
coturnix novaezelandiae,nezqua1,
coturnix pectoralis,stuqua1,
coua caerulea,blucou1,
coua coquereli,coqcou1,
coua cristata,crecou1,
coua cursor,runcou1,
coua delalandei,snecou1,
coua gigas,giacou1,
coua reynaudii,refcou1,
coua ruficeps,reccou1,
coua serriana,rebcou1,
coua verreauxi,vercou1,
cracticus argenteus,sibbut1,
cracticus cassicus,hoobut1,
cracticus louisiadensis,tagbut1,
cracticus mentalis,blbbut1,
cracticus nigrogularis,piebut1,
cracticus torquatus,grybut1,
cranioleuca albicapilla,crcspi1,
cranioleuca albiceps,licspi1,
cranioleuca antisiensis,licspi5,
cranioleuca curtata,asbspi1,
cranioleuca demissa,tepspi1,
cranioleuca dissita,rubspi5,
cranioleuca erythrops,refspi1,
cranioleuca gutturata,spespi1,
cranioleuca hellmayri,stcspi1,
cranioleuca henricae,bolspi1,
cranioleuca marcapatae,marspi2,
cranioleuca muelleri,scaspi1,
cranioleuca obsoleta,olispi1,
cranioleuca pallida,palspi1,
cranioleuca pyrrhophia,stcspi2,
cranioleuca semicinerea,gyhspi1,
cranioleuca subcristata,crespi1,
cranioleuca vulpecula,parspi1,
cranioleuca vulpina,rubspi4,
crax alberti,bubcur1,
crax alector,blacur1,
crax blumenbachii,rebcur1,
crax daubentoni,yekcur1,
crax fasciolata,bafcur1,
crax globulosa,watcur1,
crax rubra,grecur1,
creagrus furcatus,swtgul1,
creatophora cinerea,watsta1,
crecopsis egregia,afrcra1,
creurgops dentatus,slatan2,
creurgops verticalis,ructan4,
crex crex,corcra,
crinifer concolor,grygab1,
crinifer leucogaster,wbgbir1,
crinifer personatus,bfgbir1,
crinifer piscator,wesple1,
crinifer zonurus,easple1,
criniger barbatus,wesbeg1,
criniger calurus,retgre1,
criniger chloronotus,easbeg1,
criniger ndussumensis,whbgre1,
criniger olivaceus,yebgre3,
crithagra albogularis,whtcan1,
crithagra ankoberensis,ankser2,
crithagra atrogularis,bltcan1,
crithagra buchanani,sougrc1,
crithagra burtoni,thbsee1,
crithagra canicapilla,sthsee3,
crithagra capistrata,blfcan1,
crithagra citrinelloides,afrcit1,
crithagra citrinipectus,lebsee1,
crithagra concolor,satgro1,
crithagra donaldsoni,norgrc1,
crithagra dorsostriata,whbcan1,
crithagra flavigula,yetser1,
crithagra flaviventris,yelcan1,
crithagra frontalis,wescit1,
crithagra gularis,sthsee2,
crithagra hyposticta,soucit1,
crithagra koliensis,papcan1,
crithagra leucoptera,procan1,
crithagra leucopygia,whrsee,
crithagra melanochroa,tansee1,
crithagra menachensis,yemser1,
crithagra mennelli,blesee1,
crithagra mozambica,yefcan,
crithagra reichardi,reisee1,
crithagra reichenowi,reisee2,
crithagra rothschildi,olrser1,
crithagra rufobrunnea,prisee1,
crithagra scotops,forcan1,
crithagra striatipectus,reisee1,
crithagra striolata,strsee1,
crithagra sulphurata,brican1,
crithagra symonsi,drasis2,
crithagra totta,capsis2,
crithagra tristriata,brrsee1,
crithagra whytii,yebsee2,
crithagra xantholaema,salser1,
crithagra xanthopygia,yerser1,
crossleyia xanthophrys,yeboxy1,
crossoptilon auritum,blephe1,
crossoptilon crossoptilon,whieap1,
crossoptilon harmani,whieap2,
crossoptilon mantchuricum,brephe1,
crotophaga ani,smbani,
crotophaga major,greani1,
crotophaga sulcirostris,grbani,
crypsirina cucullata,hootre1,
crypsirina temia,rattre1,
cryptillas victorini,viswar1,
cryptoleucopteryx plumbea,pluhaw,
cryptomicroeca flaviventris,yebrob1,
cryptopezus nattereri,spbant1,
cryptophaps poecilorrhoa,sompig2,
cryptopipo holochlora,greman2,
cryptospiza jacksoni,ducwin1,
cryptospiza reichenovii,rfcwin1,
cryptospiza salvadorii,abcwin1,
cryptospiza shelleyi,shcwin1,
cryptosylvicola randrianasoloi,crywar1,
crypturellus atrocapillus,blctin1,
crypturellus bartletti,bartin2,
crypturellus berlepschi,bertin1,
crypturellus boucardi,slbtin1,
crypturellus brevirostris,rustin1,
crypturellus casiquiare,bartin1,
crypturellus cinereus,cintin1,
crypturellus cinnamomeus,thitin1,
crypturellus duidae,gyltin1,
crypturellus erythropus,reltin1,
crypturellus kerriae,chotin1,
crypturellus noctivagus,yeltin1,
crypturellus obsoletus,brotin1,
crypturellus parvirostris,smbtin1,
crypturellus ptaritepui,teptin1,
crypturellus soui,littin1,
crypturellus strigulosus,bratin1,
crypturellus tataupa,tattin1,
crypturellus transfasciatus,pabtin1,
crypturellus undulatus,undtin1,
crypturellus variegatus,vartin1,
cuculus canorus,comcuc,
cuculus clamosus,blacuc1,
cuculus crassirostris,suhcuc1,
cuculus gularis,afrcuc1,
cuculus lepidus,suncuc2,
cuculus micropterus,indcuc1,
cuculus optatus,oricuc2,
cuculus poliocephalus,lescuc1,
cuculus rochii,madcuc1,
cuculus saturatus,himcuc1,
cuculus solitarius,reccuc1,
culicicapa ceylonensis,gyhcaf1,
culicicapa helianthea,citcaf1,
culicivora caudacuta,shttyr1,
curaeus curaeus,ausbla1,
curruca althaea,leswhi4,
curruca balearica,balwar1,
curruca boehmi,banwar2,
curruca buryi,yemwar1,
curruca cantillans,easwar1,
curruca communis,grewhi1,
curruca conspicillata,spewar2,
curruca crassirostris,eaowar2,
curruca curruca,leswhi4,
curruca deserti,afdwar1,
curruca deserticola,triwar1,
curruca hortensis,weowar2,
curruca iberiae,subwar6,
curruca layardi,laywar2,
curruca leucomelaena,reswar1,
curruca lugens,brnwar1,
curruca melanocephala,sarwar1,
curruca melanothorax,cypwar1,
curruca minula,leswhi4,
curruca mystacea,menwar1,
curruca nana,asdwar1,
curruca nisoria,barwar1,
curruca ruppeli,ruewar1,
curruca sarda,marwar1,
curruca subalpina,subwar8,
curruca subcoerulea,ruvwar2,
curruca undata,darwar1,
cursorius coromandelicus,indcou1,
cursorius cursor,crccou1,
cursorius rufus,burcou2,
cursorius somalensis,somcou1,
cursorius temminckii,temcou1,
cutia legalleni,viecut1,
cutia nipalensis,cutia1,
cyanerpes caeruleus,purhon1,
cyanerpes cyaneus,relhon1,
cyanerpes lucidus,shihon1,
cyanerpes nitidus,shbhon2,
cyanicterus cyanicterus,blbtan2,
cyanistes caeruleus,blutit,
cyanistes cyanus,azutit2,
cyanistes teneriffae,afbtit2,
cyanochen cyanoptera,buwgoo1,
cyanocitta cristata,blujay,
cyanocitta stelleri,stejay,
cyanocompsa parellina,blubun,
cyanocorax affinis,blcjay1,
cyanocorax beecheii,pubjay1,
cyanocorax caeruleus,azujay1,
cyanocorax cayanus,cayjay1,
cyanocorax chrysops,plcjay1,
cyanocorax cristatellus,cucjay1,
cyanocorax cyanomelas,purjay1,
cyanocorax cyanopogon,whnjay1,
cyanocorax dickeyi,tufjay1,
cyanocorax heilprini,aznjay1,
cyanocorax luxuosus,grnjay,
cyanocorax melanocyaneus,bucjay1,
cyanocorax mystacalis,whtjay2,
cyanocorax sanblasianus,sabjay,
cyanocorax violaceus,viojay1,
cyanocorax yncas,grnjay,
cyanocorax yucatanicus,yucjay1,
cyanoderma ambiguum,bucbab1,
cyanoderma bicolor,chwbab1,
cyanoderma chrysaeum,golbab1,
cyanoderma erythropterum,chwbab1,
cyanoderma melanothorax,crcbab1,
cyanoderma pyrrhops,blcbab2,
cyanoderma ruficeps,rucbab1,
cyanoderma rufifrons,rufbab2,
cyanograucalus azureus,blucus1,
cyanolanius madagascarinus,bluvan1,
cyanolimnas cerverai,zaprai1,
cyanoliseus patagonus,burpar,
cyanoloxia brissonii,ultgro1,
cyanoloxia cyanoides,bubgro1,
cyanoloxia glaucocaerulea,glbgro1,
cyanoloxia rothschildii,bubgro2,
cyanolyca argentigula,sitjay1,
cyanolyca armillata,blcjay2,
cyanolyca cucullata,azhjay1,
cyanolyca mirabilis,whtjay1,
cyanolyca nanus,dwajay1,
cyanolyca pulchra,beajay1,
cyanolyca pumilo,bltjay1,
cyanolyca turcosa,turjay1,
cyanolyca viridicyanus,whcjay2,
cyanomitra alinae,buhsun1,
cyanomitra bannermani,bansun3,
cyanomitra cyanolaema,btbsun2,
cyanomitra olivacea,eaosun1,
cyanomitra oritis,camsun2,
cyanomitra veroxii,mocsun2,
cyanomitra verticalis,gnhsun1,
cyanopica cooki,azwmag3,
cyanopica cyanus,azwmag2,
cyanopsitta spixii,spimac1,
cyanoptila cumatilis,zapfly1,
cyanoptila cyanomelana,bawfly2,
cyanoramphus auriceps,yefpar3,
cyanoramphus cookii,noipar1,
cyanoramphus erythrotis,unknown,extinct
cyanoramphus forbesi,chipar1,
cyanoramphus hochstetteri,reipar1,
cyanoramphus malherbi,malpar2,
cyanoramphus novaezelandiae,refpar4,
cyanoramphus saisseti,necpar1,
cyanoramphus subflavescens,unknown,extinct
cyanoramphus ulietanus,raipar1,
cyanoramphus unicolor,antpar1,
cyanoramphus zealandicus,blfpar2,
cyclarhis gujanensis,rubpep1,
cyclarhis nigrirostris,blbpep1,
cyclopsitta diophthalma,defpar1,
cyclopsitta gulielmitertii,obfpar1,
cygnus atratus,blkswa,
cygnus buccinator,truswa,
cygnus columbianus,tunswa,
cygnus cygnus,whoswa,
cygnus melancoryphus,blnswa2,
cygnus olor,mutswa,
cymbilaimus lineatus,fasant1,
cymbilaimus sanctaemariae,bamant1,
cymbirhynchus macrorhynchos,barbro1,
cynanthus auriceps,goceme1,
cynanthus canivetii,caneme1,
cynanthus doubledayi,brbhum2,
cynanthus forficatus,cozeme1,
cynanthus latirostris,brbhum,
cynanthus lawrencei,brbhum,
cyornis banyumas,hibfly3,
cyornis brunneatus,bncjuf1,
cyornis caerulatus,lobblf1,
cyornis colonus,suljuf1,
cyornis djampeanus,subfly1,
cyornis glaucicomans,butfly2,
cyornis hainanus,habfly1,
cyornis herioti,blbfly3,
cyornis hoevelli,blffly1,
cyornis hyacinthinus,tibfly2,
cyornis kadayangensis,unknown,meratus blue flycatcher
cyornis lemprieri,pabfly1,
cyornis magnirostris,larblf1,
cyornis montanus,hibfly4,
cyornis nicobaricus,nicjuf1,
cyornis ocularis,chtjuf1,
cyornis olivaceus,fucjuf1,
cyornis omissus,subfly1,
cyornis oscillans,flojuf1,
cyornis pallidipes,wbbfly1,
cyornis pelingensis,banjuf1,
cyornis poliogenys,pacblf1,
cyornis rubeculoides,butfly1,
cyornis ruckii,rubfly1,
cyornis ruficauda,chtjuf1,
cyornis ruficrissa,chtjuf1,
cyornis rufigastra,mabfly2,
cyornis sanfordi,matfly2,
cyornis stresemanni,flojuf1,
cyornis sumatrensis,tibfly4,
cyornis superbus,bobfly2,
cyornis tickelliae,tibfly3,
cyornis turcosus,mabfly1,
cyornis umbratilis,gycjuf1,
cyornis unicolor,pabfly2,
cyornis whitei,hibfly1,
cyphorhinus arada,muswre2,
cyphorhinus phaeocephalus,sonwre1,
cyphorhinus thoracicus,chbwre1,
cypseloides cherriei,spfswi1,
cypseloides cryptus,whcswi1,
cypseloides fumigatus,sooswi1,
cypseloides lemosi,whcswi2,
cypseloides niger,blkswi,
cypseloides rothschildi,rotswi1,
cypseloides senex,grdswi1,
cypseloides storeri,whfswi1,
cypsiurus balasiensis,aspswi1,
cypsiurus gracilis,malpas1,
cypsiurus parvus,afpswi1,
cypsnagra hirundinacea,whrtan1,
cyrtonyx montezumae,monqua,
cyrtonyx ocellatus,ocequa1,
dacelo gaudichaud,rubkoo1,
dacelo leachii,blwkoo1,
dacelo novaeguineae,laukoo1,
dacelo tyro,spakoo1,
dacnis albiventris,whbdac1,
dacnis berlepschi,scbdac1,
dacnis cayana,bludac1,
dacnis egregia,blfdac1,
dacnis flaviventer,yebdac1,
dacnis hartlaubi,turdac1,
dacnis lineata,blfdac1,
dacnis nigripes,blldac1,
dacnis venusta,sctdac1,
dacnis viguieri,virdac1,
dactylortyx thoracicus,sinqua1,
daphoenositta chrysoptera,varsit8,
daphoenositta miranda,blksit1,
daphoenositta papuensis,varsit1,
daption capense,cappet,
daptrius ater,blacar1,
dasycrotapha plateni,pygbab1,
dasycrotapha pygmaea,vispyb1,
dasycrotapha speciosa,fltbab1,
dasylophus cumingi,scfmal1,
dasylophus superciliosus,recmal1,
dasyornis brachypterus,easbri1,
dasyornis broadbenti,rufbri1,
dasyornis longirostris,wesbri1,
deconychura longicauda,lotwoo1,
delacourella capistrata,gyholi1,
deleornis axillaris,gyhsun1,
deleornis fraseri,sctsun2,
delichon dasypus,ashmar1,
delichon lagopodum,cohmar1,
delichon nipalense,nephom1,
delichon urbicum,cohmar1,
dendragapus fuliginosus,soogro1,
dendragapus obscurus,dusgro,
dendrexetastes rufigula,citwoo1,
dendrocincla anabatina,tawwoo1,
dendrocincla fuliginosa,plbwoo1,
dendrocincla homochroa,rudwoo1,
dendrocincla merula,whcwoo1,
dendrocincla turdina,plwwoo1,
dendrocincla tyrannina,tyrwoo1,
dendrocitta bayleii,andtre1,
dendrocitta cinerascens,bortre1,
dendrocitta formosae,grytre1,
dendrocitta frontalis,coltre1,
dendrocitta leucogastra,whbtre1,
dendrocitta occipitalis,sumtre1,
dendrocitta vagabunda,ruftre2,
dendrocolaptes certhia,amabaw1,
dendrocolaptes hoffmannsi,hofwoo2,
dendrocolaptes picumnus,blbwoo1,
dendrocolaptes platyrostris,plawoo1,
dendrocolaptes sanctithomae,nobwoo1,
dendrocopos analis,frbwoo1,
dendrocopos assimilis,sinwoo1,
dendrocopos atratus,stbwoo4,
dendrocopos darjellensis,darwoo1,
dendrocopos himalayensis,himwoo1,
dendrocopos hyperythrus,rubwoo1,
dendrocopos leucopterus,whwwoo1,
dendrocopos leucotos,whbwoo1,
dendrocopos macei,fubwoo2,
dendrocopos major,grswoo,
dendrocopos noguchii,okiwoo1,
dendrocopos syriacus,syrwoo1,
dendrocoptes auriceps,brfwoo1,
dendrocoptes dorae,arawoo1,
dendrocoptes medius,miswoo1,
dendrocygna arborea,wiwduc1,
dendrocygna arcuata,wawduc1,
dendrocygna autumnalis,bbwduc,
dendrocygna bicolor,fuwduc,
dendrocygna eytoni,plwduc1,
dendrocygna guttata,spwduc1,
dendrocygna javanica,lewduc1,
dendrocygna viduata,wfwduc1,
dendroma erythroptera,chwfog1,
dendroma rufa,bffgle,
dendronanthus indicus,forwag1,
dendropicos abyssinicus,abywoo1,
dendropicos elachus,ligwoo3,
dendropicos elliotii,ellwoo1,
dendropicos fuscescens,carwoo1,
dendropicos gabonensis,gabwoo1,
dendropicos goertae,grywoo1,
dendropicos griseocephalus,oliwoo2,
dendropicos lugubris,melwoo1,
dendropicos obsoletus,brbwoo1,
dendropicos poecilolaemus,spbwoo2,
dendropicos spodocephalus,gyhwoo1,
dendropicos stierlingi,stiwoo1,
dendroplex kienerii,zimwoo2,
dendroplex picus,stbwoo2,
dendrortyx barbatus,bewpar1,
dendrortyx leucophrys,bcwpar1,
dendrortyx macroura,ltwpar1,
deroptyus accipitrinus,refpar3,
devioeca papuana,canfly2,
diaphorapteryx hawkinsi,hawrai1,
dicaeum aeneum,midflo1,
dicaeum aeruginosum,thbflo1,
dicaeum agile,thbflo1,
dicaeum annae,gorflo1,
dicaeum anthonyi,flcflo1,
dicaeum aureolimbatum,yesflo1,
dicaeum australe,resflo1,
dicaeum bicolor,bicflo1,
dicaeum celebicum,gysflo1,
dicaeum chrysorrheum,yevflo1,
dicaeum concolor,plaflo1,
dicaeum cruentatum,scbflo1,
dicaeum dayakorum,speflo1,
dicaeum erythrorhynchos,pabflo1,
dicaeum erythrothorax,flbflo2,
dicaeum everetti,brbflo1,
dicaeum eximium,rebflo1,
dicaeum geelvinkianum,recflo1,
dicaeum haematostictum,rekflo1,
dicaeum hirundinaceum,mistle1,
dicaeum hypoleucum,whbflo1,
dicaeum igniferum,blfflo1,
dicaeum ignipectus,fibflo2,
dicaeum kampalili,flcflo1,
dicaeum maugei,recflo2,
dicaeum melanozanthum,yebflo1,
dicaeum minullum,plaflo2,
dicaeum monticolum,blsflo1,
dicaeum nehrkorni,crcflo1,
dicaeum nigrilore,olcflo1,
dicaeum nitidum,louflo1,
dicaeum pectorale,olcflo2,
dicaeum proprium,whiflo1,
dicaeum pygmaeum,pygflo1,
dicaeum quadricolor,cebflo1,
dicaeum retrocinctum,sccflo1,
dicaeum sanguinolentum,blbflo1,
dicaeum schistaceiceps,flbflo3,
dicaeum trigonostigma,orbflo1,
dicaeum tristrami,motflo1,
dicaeum trochileum,schflo1,
dicaeum vincens,whtflo1,
dicaeum virescens,andflo1,
dicaeum vulneratum,ashflo1,
dichrozona cincta,banant2,
dicrurus adsimilis,fotdro5,
dicrurus aeneus,brodro1,
dicrurus aldabranus,alddro1,
dicrurus andamanensis,anddro1,
dicrurus annectens,crbdro1,
dicrurus atactus,vemdro5,
dicrurus atripennis,shidro1,
dicrurus balicassius,balica1,
dicrurus bracteatus,spadro1,
dicrurus caerulescens,whbdro1,
dicrurus densus,waldro1,
dicrurus divaricatus,fotdro4,
dicrurus forficatus,credro1,
dicrurus fuscipennis,comdro1,
dicrurus hottentottus,hacdro1,
dicrurus leucophaeus,ashdro1,
dicrurus lophorinus,srldro1,
dicrurus ludwigii,cstdro1,
dicrurus macrocercus,bladro1,
dicrurus megarhynchus,ritdro1,
dicrurus menagei,tabdro1,
dicrurus modestus,vemdro6,
dicrurus montanus,suldro1,
dicrurus occidentalis,wstdro1,
dicrurus palawanensis,hacdro1,
dicrurus paradiseus,grtdro1,
dicrurus remifer,lrtdro1,
dicrurus sharpei,shadro1,
dicrurus sumatranus,sumdro1,
dicrurus waldenii,maydro1,
didunculus strigirostris,tobpig1,
diglossa albilatera,whsflo1,
diglossa baritula,cibflo1,
diglossa brunneiventris,bktflo1,
diglossa caerulescens,bluflo1,
diglossa carbonaria,gybflo1,
diglossa cyanea,masflo1,
diglossa duidae,scaflo1,
diglossa glauca,debflo1,
diglossa gloriosa,merflo1,
diglossa gloriosissima,chbflo1,
diglossa humeralis,blkflo1,
diglossa indigotica,indflo1,
diglossa lafresnayii,gloflo1,
diglossa major,greflo1,
diglossa mystacalis,mouflo1,
diglossa plumbea,slaflo1,
diglossa sittoides,rusflo1,
diglossa venezuelensis,venflo1,
dinemellia dinemelli,whbwea1,
dinopium benghalense,bkrfla1,
dinopium everetti,sptfla1,
dinopium javanense,comfla1,
dinopium psarodes,bkrfla2,
dinopium shorii,himfla1,
diomedea amsterdamensis,wanalb,
diomedea antipodensis,wanalb,
diomedea dabbenena,wanalb,
diomedea epomophora,royalb1,
diomedea exulans,wanalb,
diomedea sanfordi,royalb1,
diopsittaca nobilis,resmac2,
diphyllodes magnificus,mbopar2,
diphyllodes respublica,wbopar1,
discosura conversii,gretho1,
discosura langsdorffi,bkbtho1,
discosura letitiae,coptho2,
discosura longicaudus,ratcoq2,
discosura popelairii,wictho2,
diuca diuca,codfin1,
dives dives,melbla1,
dives warczewiczi,scrbla1,
dolichonyx oryzivorus,boboli,
doliornis remseni,chbcot1,
doliornis sclateri,bavcot1,
donacobius atricapilla,bkcdon,
donacospiza albifrons,ltrfin1,
doricha eliza,mexshe1,
doricha enicura,sleshe1,
doryfera johannae,blflan1,
doryfera ludovicae,grflan1,
drepanis coccinea,iiwi,
drepanis funerea,blkmam,
drepanis pacifica,hawmam1,
drepanoptila holosericea,clfdov1,
drepanorhynchus reichenowi,gowsun2,
drepanornis albertisi,blbsic1,
drepanornis bruijnii,pabsic1,
dreptes thomensis,satsun1,
dromaius novaehollandiae,emu1,
dromas ardeola,craplo1,
dromococcyx pavoninus,pavcuc1,
dromococcyx phasianellus,phecuc1,
drymocichla incana,rwgwar2,
drymodes beccarii,papscr2,
drymodes brunneopygia,sosrob1,
drymodes superciliaris,nosrob1,
drymophila caudata,lotant1,
drymophila devillei,strant2,
drymophila ferruginea,ferant1,
drymophila genei,rutant1,
drymophila hellmayri,samant2,
drymophila klagesi,klaant2,
drymophila malura,dutant1,
drymophila ochropyga,ocrant1,
drymophila rubricollis,berant1,
drymophila squamata,scaant2,
drymophila striaticeps,sthant1,
drymornis bridgesii,scbwoo4,
drymotoxeres pucheranii,grescy1,
dryobates cathpharius,crbwoo3,
dryobates minor,leswoo1,
dryobates nuttallii,nutwoo,
dryobates pubescens,dowwoo,
dryobates scalaris,labwoo,
dryocopus hodgei,andwoo1,
dryocopus javensis,whbwoo2,
dryocopus lineatus,linwoo1,
dryocopus martius,blawoo1,
dryocopus pileatus,pilwoo,
dryocopus schulzii,blbwoo3,
dryolimnas augusti,reurai1,
dryolimnas cuvieri,whtrai1,
dryoscopus angolensis,pifpuf1,
dryoscopus cubla,blbpuf2,
dryoscopus gambensis,norpuf1,
dryoscopus pringlii,pripuf1,
dryoscopus sabini,labpuf1,
dryoscopus senegalensis,reepuf1,
dryotriorchis spectabilis,coseag1,
dubusia castaneoventris,cbmtan1,
dubusia taeniata,bbmtan1,
ducula aenea,gripig1,
ducula aurorae,poipig1,
ducula badia,moipig1,
ducula bakeri,baipig1,
ducula basilica,cbipig2,
ducula bicolor,piipig1,
ducula brenchleyi,cbipig1,
ducula carola,spipig3,
ducula chalconota,rufimp1,
ducula cineracea,tiipig1,
ducula concinna,elipig1,
ducula cuprea,moipig1,
ducula finschii,fiipig1,
ducula forsteni,wbipig1,
ducula galeata,marimp1,
ducula geelvinkiana,spipig1,
ducula goliath,ncipig1,
ducula lacernulata,dbipig1,
ducula latrans,peipig1,
ducula luctuosa,whiimp1,
ducula melanochroa,biipig1,
ducula mindorensis,miipig2,
ducula mullerii,coipig1,
ducula myristicivora,spipig1,
ducula neglecta,wheimp1,
ducula nicobarica,grnimp2,
ducula oceanica,miipig1,
ducula pacifica,paipig1,
ducula perspicillata,wheimp2,
ducula pickeringii,gryimp1,
