TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
369,spuh,chloep1,Chloephaga sp.,Chloephaga sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
370,species,radshe1,Radjah Shelduck,Radjah radjah,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
373,species,egygoo,Egyptian Goose,Alopochen aegyptiaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
374,species,maushe1,Mauritius Shelduck,Alopochen mauritiana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
375,species,reushe1,Reunion Shelduck,Alopochen kervazoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
376,species,rudshe,Ruddy Shelduck,Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
377,hybrid,x00367,Egyptian Goose x Ruddy Shelduck (hybrid),Alopochen aegyptiaca x Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
378,species,soashe1,South African Shelduck,Tadorna cana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
379,species,ausshe1,Australian Shelduck,Tadorna tadornoides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
380,species,parshe1,Paradise Shelduck,Tadorna variegata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
381,species,comshe,Common Shelduck,Tadorna tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
382,hybrid,x00876,Ruddy x Common Shelduck (hybrid),Tadorna ferruginea x tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
383,species,creshe1,Crested Shelduck,Tadorna cristata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
384,species,spwgoo1,Spur-winged Goose,Plectropterus gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
385,issf,spwgoo2,Spur-winged Goose (Northern),Plectropterus gambensis gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
386,issf,spwgoo3,Spur-winged Goose (Southern),Plectropterus gambensis niger,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
387,species,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
388,species,flistd1,Flightless Steamer-Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
389,form,flistd2,Flightless Steamer-Duck (Chiloe form),Tachyeres pteneres [undescribed form],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,flistd1
390,species,falstd1,Falkland Steamer-Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
391,species,whhstd1,White-headed Steamer-Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
392,spuh,steame1,steamer-duck sp.,Tachyeres sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
393,species,creduc1,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
396,species,speduc2,Spectacled Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
397,species,musduc,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
398,domestic,musduc3,Muscovy Duck (Established Feral),Cairina moschata (Established Feral),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,musduc
399,domestic,musduc2,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
400,species,grnpyg1,Green Pygmy-Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
401,species,copgoo1,Cotton Pygmy-Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
404,species,afrpyg1,African Pygmy-Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
405,species,rintea1,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
406,species,wooduc,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
407,hybrid,x00940,Common Shelduck x Wood Duck (hybrid),Tadorna tadorna x Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
408,species,manduc,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
409,hybrid,x00833,Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
410,species,manduc1,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
411,species,finduc1,Finsch's Duck,Chenonetta finschi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
412,species,bratea1,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
415,species,bluduc1,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
416,species,torduc1,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
423,species,saltea1,Salvadori's Teal,Salvadorina waigiuensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
424,species,baitea,Baikal Teal,Sibirionetta formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
425,species,gargan,Garganey,Spatula querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
426,species,hottea1,Blue-billed Teal,Spatula hottentota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
427,species,siltea1,Silver Teal,Spatula versicolor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
430,species,puntea1,Puna Teal,Spatula puna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
431,species,buwtea,Blue-winged Teal,Spatula discors,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
432,species,cintea,Cinnamon Teal,Spatula cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
438,hybrid,bwxtea1,Blue-winged x Cinnamon Teal (hybrid),Spatula discors x cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
439,slash,y00314,Blue-winged/Cinnamon Teal,Spatula discors/cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
440,species,redsho1,Red Shoveler,Spatula platalea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
441,species,capsho1,Cape Shoveler,Spatula smithii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
442,species,aussho1,Australian Shoveler,Spatula rhynchotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
443,species,norsho,Northern Shoveler,Spatula clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
444,hybrid,x00836,Garganey x Northern Shoveler (hybrid),Spatula querquedula x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
445,hybrid,x00629,Blue-winged Teal x Northern Shoveler (hybrid),Spatula discors x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
446,hybrid,x00630,Cinnamon Teal x Northern Shoveler (hybrid),Spatula cyanoptera x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
447,species,gadwal,Gadwall,Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
448,issf,gadwal1,Gadwall (Common),Mareca strepera strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
449,issf,gadwal2,Gadwall (Coues's),Mareca strepera couesi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
450,hybrid,x00457,Northern Shoveler x Gadwall (hybrid),Spatula clypeata x Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
451,species,falduc,Falcated Duck,Mareca falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
452,hybrid,x00368,Baikal Teal x Falcated Duck (hybrid),Sibirionetta formosa x Mareca falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
453,hybrid,x00369,Gadwall x Falcated Duck (hybrid),Mareca strepera x falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
454,species,eurwig,Eurasian Wigeon,Mareca penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
455,hybrid,x00723,Gadwall x Eurasian Wigeon (hybrid),Mareca strepera x penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
456,species,amewig,American Wigeon,Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
457,hybrid,x00877,Wood Duck x American Wigeon (hybrid),Aix sponsa x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
458,hybrid,x00370,Blue-winged Teal x American Wigeon (hybrid),Spatula discors x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
459,hybrid,x00777,Northern Shoveler x American Wigeon (hybrid),Spatula clypeata x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
460,hybrid,x00724,Gadwall x American Wigeon (hybrid),Mareca strepera x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
461,hybrid,x00421,Eurasian x American Wigeon (hybrid),Mareca penelope x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
462,slash,y00670,Eurasian/American Wigeon,Mareca penelope/americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
463,species,chiwig1,Chiloe Wigeon,Mareca sibilatrix,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
464,species,amsduc1,Amsterdam Duck,Mareca marecula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
465,species,afbduc1,African Black Duck,Anas sparsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
468,species,yebduc1,Yellow-billed Duck,Anas undulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
471,species,melduc1,Meller's Duck,Anas melleri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
472,species,pabduc1,Pacific Black Duck,Anas superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
475,species,layduc,Laysan Duck,Anas laysanensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
476,species,hawduc,Hawaiian Duck,Anas wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
477,species,phiduc1,Philippine Duck,Anas luzonica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
478,species,isbduc1,Indian Spot-billed Duck,Anas poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
481,species,spbduc,Eastern Spot-billed Duck,Anas zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
482,slash,y00830,Indian/Eastern Spot-billed Duck,Anas poecilorhyncha/zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
483,species,mallar3,Mallard,Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
486,domestic,mallar2,Mallard (Domestic type),Anas platyrhynchos (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
487,hybrid,mdxmal1,Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
488,hybrid,x00205,Wood Duck x Mallard (hybrid),Aix sponsa x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
489,hybrid,x00612,Northern Shoveler x Mallard (hybrid),Spatula clypeata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
490,hybrid,x00420,Gadwall x Mallard (hybrid),Mareca strepera x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
491,hybrid,x00647,Eurasian Wigeon x Mallard (hybrid),Mareca penelope x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
492,hybrid,x00611,American Wigeon x Mallard (hybrid),Mareca americana x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
493,hybrid,x00760,Yellow-billed Duck x Mallard (hybrid),Anas undulata x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
494,hybrid,x00458,Mallard x Pacific Black Duck (hybrid),Anas platyrhynchos x superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
495,hybrid,x00423,Mallard x Hawaiian Duck (hybrid),Anas platyrhynchos x wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
496,hybrid,x00834,Mallard x Indian Spot-billed Duck (hybrid),Anas platyrhynchos x poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
497,hybrid,x00835,Mallard x Eastern Spot-billed Duck (hybrid),Anas platyrhynchos x zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
498,slash,y01128,Mallard/Pacific Black Duck,Anas platyrhynchos/superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
499,slash,y01129,Mallard/Hawaiian Duck,Anas platyrhynchos/wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
500,slash,y01130,Mallard/Indian Spot-billed Duck,Anas platyrhynchos/poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
501,slash,y01131,Mallard/Eastern Spot-billed Duck,Anas platyrhynchos/zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
502,species,mexduc,Mexican Duck,Anas diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
503,hybrid,mallar4,Mallard x Mexican Duck (hybrid),Anas platyrhynchos x diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
504,slash,mallar,Mallard/Mexican Duck,Anas platyrhynchos/diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
505,species,ambduc,American Black Duck,Anas rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
506,hybrid,x00941,American Wigeon x American Black Duck (hybrid),Mareca americana x Anas rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
507,hybrid,x00004,Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
508,slash,y00600,Mallard/American Black Duck,Anas platyrhynchos/rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
509,species,motduc,Mottled Duck,Anas fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
510,issf,motduc1,Mottled Duck (Florida),Anas fulvigula fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
511,issf,motduc2,Mottled Duck (Gulf Coast),Anas fulvigula maculosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
512,hybrid,x00422,Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
513,slash,y00632,Mallard/Mottled Duck,Anas platyrhynchos/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
514,hybrid,y01098,Mallard x Mexican/Mottled Duck (hybrid),Anas platyrhynchos x diazi/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
515,hybrid,x00922,Mexican x Mottled Duck (hybrid),Anas diazi x fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
516,slash,y01099,Mexican/Mottled Duck,Anas diazi/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
517,slash,y00633,American Black/Mottled Duck,Anas rubripes/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
518,species,captea1,Cape Teal,Anas capensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
519,species,whcpin,White-cheeked Pintail,Anas bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
520,issf,whcpin1,White-cheeked Pintail (White-cheeked),Anas bahamensis bahamensis/rubrirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
523,issf,whcpin2,White-cheeked Pintail (Galapagos),Anas bahamensis galapagensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
524,hybrid,x00778,Mallard x White-cheeked Pintail (hybrid),Anas platyrhynchos x bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
525,species,rebduc1,Red-billed Duck,Anas erythrorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
526,species,norpin,Northern Pintail,Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
527,hybrid,x00837,Baikal Teal x Northern Pintail (hybrid),Sibirionetta formosa x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
528,hybrid,x00610,Gadwall x Northern Pintail (hybrid),Mareca strepera x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
529,hybrid,x00761,Eurasian Wigeon x Northern Pintail (hybrid),Mareca penelope x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
530,hybrid,x00196,American Wigeon x Northern Pintail (hybrid),Mareca americana x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
531,hybrid,x00628,Mallard x Northern Pintail (hybrid),Anas platyrhynchos x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
532,hybrid,x00674,American Black Duck x Northern Pintail (hybrid),Anas rubripes x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
533,species,eatpin1,Eaton's Pintail,Anas eatoni,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
536,species,yebpin1,Yellow-billed Pintail,Anas georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
537,issf,yebpin2,Yellow-billed Pintail (South Georgia),Anas georgica georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
538,issf,yebpin3,Yellow-billed Pintail (South American),Anas georgica spinicauda/niceforoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
541,species,gnwtea,Green-winged Teal,Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
542,issf,egwtea1,Green-winged Teal (Eurasian),Anas crecca crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
543,issf,agwtea1,Green-winged Teal (American),Anas crecca carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
544,intergrade,gnwtea1,Green-winged Teal (Eurasian x American),Anas crecca crecca x carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
545,hybrid,x00371,Garganey x Green-winged Teal (hybrid),Spatula querquedula x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
546,slash,y00766,Garganey/Green-winged Teal,Spatula querquedula/Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
547,hybrid,x00673,Blue-winged x Green-winged Teal (hybrid),Spatula discors x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
548,hybrid,x00763,Cinnamon x Green-winged Teal (hybrid),Spatula cyanoptera x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
549,hybrid,x00762,Gadwall x Green-winged Teal (hybrid),Mareca strepera x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
550,hybrid,x00372,Eurasian Wigeon x Green-winged Teal (hybrid),Mareca penelope x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
551,hybrid,x00646,American Wigeon x Green-winged Teal (hybrid),Mareca americana x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
552,hybrid,x00670,Mallard x Green-winged Teal (hybrid),Anas platyrhynchos x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
553,hybrid,x00725,Northern Pintail x Green-winged Teal (hybrid),Anas acuta x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
554,species,spetea3,Andean Teal,Anas andium,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
555,issf,andtea2,Andean Teal (Merida),Anas andium altipetens,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
556,issf,andtea3,Andean Teal (Andean),Anas andium andium,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
557,species,yebtea1,Yellow-billed Teal,Anas flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
558,issf,spetea2,Yellow-billed Teal (flavirostris),Anas flavirostris flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
559,issf,spetea4,Yellow-billed Teal (oxyptera),Anas flavirostris oxyptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
560,slash,y00367,Yellow-billed Pintail/Yellow-billed Teal,Anas georgica/flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
561,slash,spetea1,Andean/Yellow-billed Teal,Anas andium/flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
562,species,mauduc1,Mauritius Duck,Anas theodori,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
563,species,andtea1,Andaman Teal,Anas albogularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
564,species,suntea1,Sunda Teal,Anas gibberifrons,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
565,species,gretea1,Gray Teal,Anas gracilis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
568,hybrid,x00926,Pacific Black Duck x Gray Teal (hybrid),Anas superciliosa x gracilis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
569,species,chetea1,Chestnut Teal,Anas castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
570,hybrid,x00925,Pacific Black Duck x Chestnut Teal (hybrid),Anas superciliosa x castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
571,hybrid,x00913,Gray x Chestnut Teal (hybrid),Anas gracilis x castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
572,slash,y00368,Gray/Chestnut Teal,Anas gracilis/castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
573,species,bertea1,Bernier's Teal,Anas bernieri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,
